schidkn,pscore,classid,cs,female,nwhite,n
51,38.66896,15049,17,1,1,1
51,64.46526,15049,17,0,0,1
55,29.92822,16346,23,1,0,1
62,60.4097,18500,23,0,0,1
80,57.26155,23500,21,1,0,1
64,29.92822,19100,23,0,0,1
80,47.66279,23600,21,1,0,1
68,44.43439,20167,17,1,0,1
40,44.43439,11739,12,1,0,1
24,44.43439,7100,18,1,1,1
59,48.71217,17600,17,0,0,1
40,52.11958,11800,22,1,0,1
53,28.85415,15700,23,1,0,1
71,30.9776,21072,16,1,0,1
70,43.24755,20769,16,1,0,1
70,48.77841,20961,24,0,0,1
35,52.09322,10400,25,0,1,1
20,38.5315,5800,21,0,1,1
56,34.26606,16647,21,1,0,1
42,44.82843,12300,17,0,1,1
16,31.08705,4714,26,0,1,1
68,45.51915,20300,27,0,0,1
42,44.82843,12300,17,1,0,1
3,57.01915,800,22,0,0,1
8,45.51915,2400,23,1,0,1
62,37.36483,18400,24,1,0,1
28,67.06236,8126,15,0,1,1
41,49.89569,12040,13,0,0,1
15,33.21051,4211,12,0,1,1
14,44.38952,4100,21,1,1,1
61,49.89569,18061,17,0,0,1
24,56.11175,7000,21,0,1,1
62,43.24755,18400,24,0,0,1
74,40.90187,22000,24,0,0,1
74,32.16113,22000,24,0,0,1
78,28.28458,23000,23,0,0,1
39,37.36483,11500,20,0,0,1
57,44.38952,17000,20,1,0,1
76,36.35249,22700,23,1,0,1
1,49.89569,201,20,0,0,1
7,44.38952,2004,23,0,1,1
4,59.49446,1100,23,1,0,1
58,47.69199,17200,23,0,0,1
61,32.16113,18061,17,0,0,1
10,35.34631,3000,22,1,0,1
73,68.00063,21700,22,1,0,1
27,46.6673,8031,25,1,1,1
26,54.35249,7500,17,0,1,1
51,46.6673,15049,17,0,0,1
20,23.77224,5800,21,0,1,1
22,48.77841,6422,20,1,1,1
35,32.16113,10400,25,0,0,1
80,28.28458,23400,13,1,0,1
57,39.75989,16852,13,1,0,1
45,50.94508,13200,15,1,1,1
53,46.6673,15700,23,1,0,1
61,43.24755,18200,22,0,0,1
72,58.64261,21373,14,1,0,1
58,53.35249,17350,22,0,0,1
55,46.6673,16200,13,1,0,1
29,60.37717,8400,16,1,1,1
5,37.36483,1500,21,1,0,1
39,31.08705,11437,12,1,0,1
20,23.77224,5900,21,1,1,1
40,66.69817,11900,23,1,0,1
45,49.89569,13400,24,0,1,1
17,45.51915,4800,15,0,0,1
28,67.06236,8335,23,0,1,1
36,65.11175,10700,24,0,0,1
51,53.35249,15141,25,0,0,1
25,42.04384,7400,27,1,1,1
37,34.26606,10834,16,1,0,1
33,33.21051,9838,27,1,1,1
18,48.77841,5200,24,0,0,1
33,49.89569,9630,16,1,1,1
4,28.28458,1200,24,0,0,1
18,57.01915,5216,25,0,1,1
69,52.09322,20600,23,0,0,1
44,48.77841,13000,23,0,1,1
51,42.04384,15243,24,0,0,1
63,45.51915,18751,22,1,0,1
17,37.36483,4814,16,0,1,1
7,48.77841,2106,24,0,0,1
1,46.6673,201,20,0,1,1
17,36.35249,4900,24,1,0,1
74,47.69199,22000,24,1,0,1
73,65.11175,21600,15,0,0,1
79,42.04384,23200,22,0,0,1
5,62.64261,1300,16,1,0,1
76,48.77841,22669,24,1,0,1
46,56.11175,13600,24,1,0,1
36,56.11175,10532,13,0,0,1
65,47.69199,19300,16,1,0,1
15,35.34631,4400,15,0,1,1
8,39.75989,2308,24,1,0,1
19,37.36483,5618,26,0,1,1
7,50.94508,2004,23,0,0,1
55,40.90187,16400,21,0,0,1
24,48.77841,6921,14,0,1,1
47,46.6673,14000,26,0,0,1
58,65.11175,17155,15,1,0,1
28,67.06236,8233,23,1,1,1
57,46.6673,17000,20,1,0,1
26,40.90187,7600,17,1,1,1
25,57.8278,7400,27,1,1,1
25,57.8278,7200,17,1,1,1
65,65.11175,19400,19,0,0,1
52,37.36483,15300,13,1,0,1
62,40.90187,18300,17,0,0,1
68,63.3031,20300,27,1,1,1
24,49.89569,7000,21,1,1,1
40,60.37717,11900,23,0,0,1
47,53.35249,13900,24,0,0,1
41,63.88952,12200,22,1,0,1
47,57.01915,14000,26,0,0,1
6,37.36483,1600,13,1,0,1
24,43.24755,7100,18,0,1,1
28,36.35249,8335,23,0,1,1
9,60.37717,2712,21,1,0,1
49,48.77841,14500,22,0,0,1
7,36.35249,2107,23,0,0,1
39,28.28458,11437,12,1,0,1
11,67.06236,3100,14,1,0,1
28,46.6673,8200,24,1,1,1
63,57.8278,18663,15,1,0,1
30,27.47594,8800,23,0,1,1
64,53.35249,19100,23,0,0,1
9,63.88952,2509,12,0,0,1
17,58.64261,5000,24,0,0,1
22,53.35249,6526,22,0,1,1
45,49.89569,13200,15,0,1,1
49,42.04384,14500,22,1,0,1
50,40.90187,14800,24,0,0,1
55,34.26606,16200,13,0,1,1
63,65.6673,18853,21,1,0,1
64,57.8278,19100,23,0,0,1
28,48.77841,8125,17,1,1,1
71,27.47594,21200,24,0,0,1
26,38.5315,7700,20,0,1,1
12,33.21051,3500,21,0,0,1
24,36.35249,6922,14,1,1,1
40,38.5315,11738,14,0,0,1
12,50.94508,3500,21,1,0,1
51,52.09322,15244,25,0,0,1
33,44.82843,9700,26,1,1,1
43,30.08088,12700,22,0,0,1
8,58.64261,2205,16,1,0,1
4,49.89569,1100,23,0,0,1
65,61.88335,19300,16,1,1,1
35,57.8278,10200,17,1,0,1
28,52.09322,8334,22,0,1,1
76,31.08705,22669,24,1,0,1
60,36.35249,17758,16,0,0,1
51,55.17964,15243,24,1,0,1
8,48.77841,2205,16,0,0,1
42,55.17964,12400,23,1,0,1
26,45.51915,7500,17,0,1,1
68,30.08088,20300,27,1,0,1
70,60.37717,20962,23,1,0,1
67,38.5315,19800,13,0,0,1
70,36.35249,20800,24,1,0,1
24,26.83397,7000,21,1,1,1
19,55.17964,5618,26,0,1,1
19,29.14878,5415,17,1,1,1
27,52.09322,7900,25,0,1,1
67,38.5315,19900,17,0,0,1
57,61.88335,17000,20,1,0,1
38,46.6673,11200,17,0,0,1
60,43.24755,17800,25,0,0,1
61,40.90187,18100,20,0,0,1
76,38.5315,22578,17,0,0,1
48,35.34631,14340,23,1,0,1
10,59.49446,2900,19,0,0,1
7,29.14878,1903,17,0,0,1
79,39.75989,23200,22,0,0,1
33,37.36483,9838,27,0,1,1
48,39.75989,14200,22,1,0,1
28,47.69199,8233,23,1,1,1
42,56.11175,12300,17,0,0,1
33,49.89569,9837,27,0,1,1
46,62.64261,13500,17,0,0,1
42,58.64261,12342,16,0,0,1
70,48.77841,20770,16,1,0,1
66,45.51915,19600,21,0,0,1
36,68.00063,10600,23,1,0,1
74,38.5315,22000,24,1,0,1
36,34.26606,10700,24,0,0,1
66,44.38952,19565,14,0,0,1
44,50.94508,13000,23,1,1,1
14,44.38952,4100,21,1,1,1
66,46.6673,19566,14,1,0,1
71,34.26606,21200,24,1,0,1
29,43.24755,8600,19,0,1,1
58,54.35249,17200,23,0,0,1
51,67.06236,15142,22,0,0,1
28,61.1673,8233,23,1,1,1
32,28.28458,9536,22,0,1,1
23,34.26606,6800,23,1,1,1
47,52.09322,13800,14,0,0,1
43,31.08705,12600,15,0,0,1
54,64.51915,16000,21,1,0,1
8,31.08705,2309,25,0,0,1
4,35.34631,1000,13,0,0,1
71,64.51915,21100,24,1,0,1
51,61.1673,15243,24,0,0,1
66,47.69199,19600,21,0,0,1
68,38.5315,20260,22,0,0,1
63,49.89569,18663,15,1,0,1
28,56.11175,8125,17,0,1,1
71,59.49446,21200,24,1,0,1
18,46.6673,5300,22,1,0,1
34,44.38952,10100,20,0,0,1
78,38.5315,22900,24,1,0,1
32,50.94508,9329,16,0,1,1
26,42.04384,7600,17,1,1,1
36,62.64261,10533,14,0,0,1
15,44.38952,4210,13,0,1,1
33,37.36483,9838,27,0,1,1
28,33.21051,8127,15,0,1,1
43,48.77841,12700,22,1,0,1
2,33.21051,500,19,0,0,1
18,48.77841,5300,22,1,1,1
38,56.11175,11200,17,1,0,1
66,34.26606,19600,21,0,0,1
41,66.24137,12040,13,0,0,1
37,60.37717,11000,27,1,0,1
67,34.26606,20000,18,0,0,1
79,52.09322,23300,22,0,0,1
44,53.35249,13100,23,0,1,1
49,48.77841,14400,16,0,0,1
3,46.6673,701,15,0,0,1
51,60.37717,15142,22,0,0,1
42,48.77841,12400,23,1,0,1
18,24.56236,5216,25,0,1,1
3,63.88952,903,24,1,0,1
70,28.28458,20962,23,1,0,1
38,57.8278,11200,17,1,0,1
63,39.75989,18752,21,0,0,1
8,29.14878,2308,24,0,0,1
27,63.88952,8032,25,0,1,1
20,32.16113,5800,21,0,1,1
29,49.89569,8600,19,0,1,1
34,60.37717,9931,15,1,0,1
53,57.8278,15800,22,0,0,1
22,54.35249,6526,22,0,1,1
66,60.37717,19757,24,0,0,1
9,70.80927,2611,22,1,0,1
20,58.64261,5919,21,1,1,1
27,31.08705,7823,14,1,1,1
26,45.51915,7600,17,1,1,1
58,39.75989,17349,24,1,0,1
27,69.50681,8032,25,1,1,1
54,57.01915,15900,15,1,0,1
67,44.82843,19800,13,1,0,1
3,35.34631,800,22,0,0,1
79,30.08088,23300,22,0,0,1
39,32.16113,11436,12,1,0,1
79,45.57171,23181,14,0,0,1
61,48.99146,18060,13,0,0,1
13,60.96677,3700,16,1,0,1
28,45.57171,8200,24,0,1,1
34,45.57171,10000,19,1,0,1
57,26.88653,16853,12,1,0,1
33,47.84332,9837,27,0,1,1
51,53.26924,15244,25,1,1,1
22,54.41739,6424,22,1,1,1
3,66.21368,903,24,1,0,1
8,40.85566,2309,25,1,0,1
33,35.53468,9837,27,0,1,1
29,52.21986,8600,19,0,1,1
37,43.22603,11039,24,1,0,1
57,45.57171,17000,20,0,0,1
80,48.99146,23600,21,1,0,1
57,52.21986,16900,19,0,0,1
51,63.49146,15142,22,0,1,1
37,47.84332,11039,24,0,0,1
69,58.43591,20500,22,1,0,1
62,62.70134,18500,23,1,0,1
1,60.15196,200,20,1,0,1
55,51.10258,16200,13,0,0,1
52,46.71369,15400,20,1,0,1
48,52.21986,14300,21,0,0,1
23,26.0964,6800,23,1,1,1
26,40.85566,7700,20,1,1,1
8,54.41739,2309,25,1,0,1
75,66.84332,22400,22,1,0,1
18,30.60875,5200,24,0,1,1
17,51.10258,4814,16,1,1,1
52,39.689,15500,22,1,0,1
76,34.48529,22669,24,1,0,1
69,53.26924,20600,23,1,0,1
64,62.70134,19056,19,0,0,1
39,26.44208,11600,19,0,0,1
34,35.53468,9900,15,1,0,1
41,64.20751,12100,19,0,0,1
5,55.67665,1300,16,0,0,1
28,59.34332,8335,23,0,1,1
35,38.67665,10400,25,1,0,1
28,48.99146,8233,23,0,1,1
67,52.21986,20000,18,0,0,1
78,39.689,22900,24,1,0,1
27,66.84332,7929,26,0,1,1
16,52.21986,4600,26,1,1,1
20,72.97295,5700,17,1,1,1
14,61.81863,4100,21,1,1,1
33,63.49146,9600,15,0,1,1
76,59.34332,22668,22,1,0,1
8,51.10258,2205,16,1,0,1
46,47.84332,13600,24,0,0,1
37,51.10258,10900,25,0,0,1
58,39.689,17200,23,1,1,1
51,39.689,15141,25,0,1,1
20,39.689,5800,21,1,1,1
48,52.21986,14300,21,1,0,1
20,69.02233,5700,17,0,1,1
80,54.41739,23500,21,0,0,1
34,38.67665,10100,20,1,0,1
41,39.689,12100,19,0,0,1
51,70.3248,15048,17,0,1,1
18,72.05319,5100,16,0,1,1
41,54.41739,12100,19,0,0,1
8,40.85566,2206,17,0,0,1
45,55.67665,13300,24,0,1,1
51,63.49146,15141,25,1,0,1
18,57.50381,5216,25,0,1,1
6,48.99146,1700,18,0,0,1
26,46.71369,7700,20,1,1,1
73,67.43591,21800,22,1,0,1
17,32.40504,5000,24,1,1,1
28,50.01616,8127,15,0,1,1
42,67.43591,12500,24,0,0,1
72,48.99146,21464,22,1,0,1
48,50.01616,14200,22,0,0,1
5,29.80011,1500,21,0,0,1
69,64.20751,20500,22,0,0,1
48,60.15196,14300,21,0,0,1
76,34.48529,22700,23,0,0,1
15,52.21986,4400,15,1,1,1
51,70.71986,15049,17,0,0,1
69,50.01616,20600,23,0,0,1
11,69.8248,3200,22,1,0,1
8,48.99146,2308,24,1,0,1
53,35.53468,15800,22,1,1,1
51,62.70134,15048,17,0,0,1
36,69.8248,10600,23,1,0,1
24,54.41739,6922,14,1,1,1
15,48.99146,4400,15,1,1,1
51,47.84332,15244,25,1,1,1
38,49.47676,11200,17,0,0,1
61,34.48529,18200,22,0,0,1
48,53.26924,14340,23,0,0,1
49,54.41739,14600,20,1,0,1
68,38.67665,20300,27,0,1,1
74,38.67665,22100,25,1,0,1
9,69.38653,2713,21,0,0,1
34,53.26924,9931,15,0,0,1
65,69.02233,19200,12,0,0,1
7,54.41739,2106,24,0,0,1
47,55.67665,14000,26,1,0,1
22,72.31245,6526,22,1,1,1
75,55.67665,22400,22,0,0,1
3,58.43591,902,23,0,0,1
28,52.21986,8127,15,1,1,1
22,34.48529,6422,20,0,1,1
60,54.41739,17758,16,0,0,1
58,57.50381,17200,23,1,0,1
5,51.10258,1500,21,1,0,1
15,64.96677,4400,15,0,1,1
53,59.34332,15700,23,1,0,1
32,35.53468,9536,22,0,1,1
53,29.15813,15700,23,0,1,1
66,50.01616,19600,21,1,0,1
70,55.67665,20800,24,0,0,1
27,36.59023,7823,14,0,1,1
19,37.67048,5416,16,1,1,1
74,45.57171,22100,25,1,0,1
6,55.67665,1800,23,1,0,1
34,51.10258,10000,19,1,1,1
42,49.47676,12500,24,1,0,1
25,45.57171,7300,22,0,0,1
18,42.08406,5300,22,0,1,1
75,43.22603,22366,23,1,0,1
19,37.67048,5416,16,0,1,1
61,54.41739,18200,22,1,0,1
47,39.689,14000,26,0,0,1
3,70.71986,800,22,0,0,1
22,59.34332,6317,15,1,1,1
74,46.71369,22000,24,1,0,1
51,62.70134,15141,25,0,0,1
58,55.67665,17349,24,0,0,1
43,42.08406,12700,22,1,0,1
68,53.26924,20168,16,0,0,1
6,50.01616,1600,13,1,0,1
26,51.10258,7500,17,1,1,1
48,49.47676,14200,22,0,0,1
78,60.96677,23000,23,1,0,1
76,43.22603,22578,17,1,0,1
20,29.80011,5700,17,1,1,1
15,32.40504,4400,15,1,1,1
17,51.10258,4800,15,1,1,1
58,60.15196,17154,15,1,0,1
31,60.96677,9100,21,0,1,1
59,45.57171,17500,17,1,0,1
53,44.36801,15600,15,1,0,1
9,67.43591,2713,21,1,0,1
60,66.84332,17800,25,1,0,1
66,45.57171,19565,14,0,0,1
16,51.10258,4513,17,0,1,1
66,34.48529,19757,24,1,0,1
72,45.57171,21463,23,1,0,1
28,45.57171,8233,23,0,1,1
67,56.67665,19800,13,0,0,1
15,47.84332,4210,13,1,1,1
68,46.71369,20259,24,1,0,1
19,73.13344,5617,22,0,1,1
1,64.20751,300,20,0,0,1
34,40.85566,10000,19,1,0,1
23,49.47676,6728,23,1,1,1
41,60.96677,12100,19,0,0,1
57,40.85566,16853,12,0,0,1
7,45.57171,2107,23,1,0,1
22,44.36801,6526,22,0,1,1
15,50.01616,4210,13,1,1,1
54,46.71369,16100,22,0,1,1
22,31.47295,6423,22,0,1,1
28,70.3248,8335,23,1,1,1
21,59.34332,6100,23,0,0,1
9,71.00999,2610,21,0,0,1
13,40.85566,3900,22,0,0,1
68,26.44208,20300,27,0,0,1
18,37.67048,5300,22,1,1,1
21,61.81863,6000,15,0,0,1
1,51.10258,200,20,1,0,1
70,51.10258,20800,24,1,1,1
44,48.99146,13000,23,1,1,1
11,63.49146,3300,22,0,0,1
38,64.96677,11200,17,1,0,1
66,73.13344,19565,14,0,1,1
62,40.85566,18300,17,0,0,1
34,48.99146,10000,19,1,0,1
20,58.43591,5919,21,1,1,1
55,58.43591,16345,22,1,0,1
27,45.57171,7929,26,1,1,1
66,48.99146,19758,22,1,0,1
19,44.36801,5500,26,0,1,1
8,69.38653,2309,25,1,0,1
48,44.36801,14145,13,1,0,1
3,44.36801,903,24,1,0,1
19,53.26924,5500,26,1,1,1
29,60.96677,8400,16,0,1,1
57,44.36801,16853,12,0,0,1
44,30.60875,12944,17,1,1,1
15,64.96677,4211,12,1,1,1
63,42.08406,18752,21,0,0,1
33,42.08406,9838,27,0,1,1
40,56.67665,11900,23,0,0,1
9,62.70134,2610,21,0,1,1
49,56.67665,14600,20,1,0,1
6,64.96677,1800,23,1,0,1
34,32.40504,10100,20,0,0,1
55,42.08406,16200,13,0,0,1
58,64.96677,17155,15,1,0,1
25,36.59023,7400,27,0,1,1
26,53.26924,7600,17,1,1,1
17,43.22603,4814,16,1,1,1
74,50.01616,22100,25,1,0,1
40,51.10258,11738,14,1,0,1
25,42.08406,7400,27,0,1,1
6,25.7569,1800,23,1,0,1
41,54.41739,12200,22,1,0,1
45,32.40504,13300,24,0,1,1
78,44.36801,22900,24,0,0,1
69,53.26924,20400,14,1,0,1
76,45.57171,22579,17,1,0,1
55,30.60875,16346,23,1,0,1
79,52.21986,23200,22,0,0,1
61,44.36801,18100,20,1,0,1
12,50.01616,3400,14,0,0,1
41,58.43591,12040,13,0,0,1
60,52.21986,17759,15,1,0,1
56,33.41122,16550,15,1,0,1
24,28.5285,7100,18,1,1,1
78,47.84332,22800,14,1,0,1
48,47.84332,14340,23,0,0,1
8,54.41739,2400,23,0,0,1
62,34.48529,18400,24,0,0,1
51,65.62727,15000,16,1,0,1
44,42.08406,13100,23,1,1,1
57,38.67665,16900,19,0,0,1
23,46.71369,6620,15,1,1,1
2,51.10258,400,16,1,1,1
46,58.43591,13600,24,0,0,1
21,42.08406,6220,27,0,0,1
78,31.47295,22900,24,0,0,1
13,47.84332,3900,22,0,0,1
36,61.81863,10533,14,0,0,1
27,45.57171,7929,26,0,1,1
58,45.57171,17349,24,0,0,1
44,51.10258,13100,23,0,1,1
50,55.67665,14800,24,0,0,1
76,35.53468,22669,24,0,0,1
40,43.22603,11739,12,1,0,1
57,33.41122,16900,19,1,0,1
34,63.49146,10100,20,0,0,1
6,43.22603,1800,23,1,0,1
52,55.67665,15400,20,1,0,1
68,43.22603,20259,24,0,0,1
11,68.56554,3200,22,0,0,1
36,58.43591,10600,23,1,0,1
3,59.34332,902,23,1,0,1
76,37.67048,22579,17,1,0,1
9,53.26924,2611,22,0,0,1
46,53.26924,13700,23,0,0,1
37,43.22603,11000,27,0,0,1
66,64.20751,19758,22,0,0,1
22,65.62727,6525,20,0,1,1
44,33.41122,13100,23,1,1,1
48,46.71369,14146,12,0,0,1
63,35.53468,18751,22,0,0,1
38,59.34332,11300,19,0,0,1
43,52.21986,12600,15,1,0,1
2,29.80011,600,19,0,0,1
15,42.08406,4210,13,1,1,1
8,64.20751,2206,17,1,0,1
22,59.34332,6526,22,1,1,1
60,33.41122,17759,15,1,0,1
22,50.01616,6424,22,1,1,1
1,66.21368,201,20,0,0,1
53,51.10258,15700,23,0,1,1
65,59.34332,19400,19,1,0,1
54,56.67665,15900,15,0,0,1
70,60.96677,20962,23,0,0,1
75,66.84332,22366,23,1,0,1
46,68.67171,13600,24,0,0,1
19,76.37541,5617,22,1,1,1
76,61.80134,22668,22,0,0,1
16,60.89393,4512,17,0,1,1
55,39.04825,16400,21,1,0,1
22,51.44949,6424,22,1,1,1
71,65.15936,21200,24,0,0,1
6,54.67788,1700,18,1,0,1
18,44.54208,5216,25,0,1,1
80,71.02356,23500,21,1,0,1
39,33.93097,11500,20,0,0,1
34,35.86924,10100,20,0,0,1
70,61.80134,20769,16,0,0,1
62,54.67788,18500,23,0,0,1
68,71.84454,20168,16,1,1,1
61,44.54208,18100,20,1,0,1
13,30.35689,3900,22,0,0,1
61,59.96183,18061,17,1,0,1
45,51.44949,13400,24,0,1,1
43,41.13467,12800,23,0,0,1
36,69.89393,10700,24,0,0,1
75,46.82603,22400,22,1,0,1
54,42.14701,15900,15,1,0,1
71,66.66553,21071,17,1,0,1
65,63.42479,19200,12,1,0,1
61,53.56059,18060,13,0,0,1
16,37.99269,4513,17,1,1,1
68,56.87541,20168,16,0,0,1
9,44.54208,2507,13,0,0,1
40,46.82603,11900,23,1,0,1
64,50.30134,19100,23,1,0,1
33,68.08529,9600,15,1,1,1
37,58.13467,10900,25,0,0,1
60,56.87541,17758,16,1,0,1
70,64.27664,20800,24,1,0,1
38,70.44949,11200,17,1,0,1
62,45.68405,18300,17,1,0,1
51,69.30134,15000,16,1,1,1
23,34.86306,6800,23,1,1,1
39,33.93097,11600,19,0,0,1
3,46.82603,701,15,1,0,1
12,45.68405,3500,21,0,0,1
79,56.87541,23300,22,0,0,1
33,58.13467,9630,16,0,1,1
17,42.14701,4814,16,1,0,1
52,68.67171,15500,22,1,0,1
72,56.87541,21374,14,1,1,1
57,59.13467,16853,12,1,0,1
39,33.93097,11437,12,1,0,1
51,60.89393,15244,25,1,0,1
16,55.72726,4715,25,1,1,1
71,42.14701,21100,24,0,0,1
56,43.31368,16647,21,0,0,1
51,59.13467,15142,22,0,0,1
54,56.87541,16000,21,1,0,1
52,72.78281,15400,20,0,0,1
18,36.94331,5200,24,0,1,1
37,34.86306,10900,25,0,1,1
74,56.87541,22000,24,0,0,1
38,55.72726,11300,19,0,0,1
27,73.468,8032,25,1,1,1
68,29.34455,20259,24,0,0,1
68,68.67171,20168,16,1,0,1
56,43.31368,16551,16,1,0,1
21,62.60998,6100,23,1,0,1
9,70.44949,2713,21,0,0,1
61,61.80134,18060,13,1,0,1
53,37.99269,15600,15,1,1,1
73,52.47417,21700,22,0,0,1
8,67.42479,2309,25,1,0,1
42,66.66553,12500,24,0,0,1
51,62.60998,15243,24,1,0,1
33,40.12849,9838,27,1,1,1
66,76.05442,19758,22,0,0,1
19,75.02356,5617,22,0,1,1
29,64.27664,8600,19,0,1,1
5,41.13467,1500,21,0,0,1
65,72.78281,19400,19,0,0,1
3,43.31368,800,22,1,0,1
19,66.66553,5415,17,1,1,1
68,72.28281,20300,27,0,0,1
80,66.66553,23600,21,0,0,1
42,61.80134,12400,23,0,0,1
75,48.02973,22366,23,0,0,1
7,58.13467,2106,24,1,0,1
73,52.47417,21675,13,1,0,1
37,54.67788,11000,27,0,0,1
9,49.17171,2712,21,1,0,1
65,55.72726,19400,19,1,0,1
19,43.31368,5618,26,0,1,1
63,65.94949,18663,15,1,0,1
25,56.87541,7400,27,1,1,1
34,59.96183,9900,15,1,0,1
79,49.17171,23200,22,0,0,1
56,50.30134,16647,21,1,0,1
3,49.17171,702,16,0,0,1
70,53.56059,20770,16,1,0,1
60,50.30134,17800,25,0,0,1
13,65.94949,3700,16,1,0,1
22,60.89393,6422,20,1,1,1
39,36.94331,11436,12,0,0,1
62,45.68405,18300,17,0,0,1
6,59.13467,1800,23,1,0,1
46,65.15936,13600,24,1,0,1
39,60.89393,11436,12,0,0,1
27,46.82603,7929,26,1,1,1
21,36.94331,6220,27,0,0,1
17,51.44949,4800,15,0,0,1
79,54.67788,23180,15,1,0,1
74,59.13467,22100,25,0,0,1
54,58.13467,16000,21,0,0,1
9,66.66553,2712,21,0,0,1
63,66.66553,18853,21,1,0,1
9,66.66553,2508,13,0,0,1
8,33.93097,2206,17,0,0,1
4,59.13467,1100,23,0,0,1
51,55.72726,15000,16,1,1,1
37,75.02356,11039,24,1,0,1
49,68.08529,14600,20,0,0,1
55,52.47417,16400,21,1,0,1
57,61.80134,16900,19,0,0,1
44,54.3928,12944,17,1,1,1
21,40.12849,6220,27,0,1,1
69,53.56059,20600,23,1,0,1
18,70.44949,5300,22,1,1,1
19,41.13467,5500,26,0,1,1
78,43.31368,22900,24,0,0,1
44,55.72726,12944,17,1,1,1
37,48.02973,10900,25,0,0,1
78,45.68405,23000,23,1,0,1
67,51.44949,20000,18,1,0,1
55,56.87541,16400,21,0,0,1
28,34.86306,8200,24,0,1,1
48,59.13467,14200,22,1,0,1
54,64.27664,16000,21,1,1,1
8,62.60998,2400,23,1,0,1
66,46.82603,19757,24,1,0,1
49,63.42479,14600,20,0,0,1
1,48.02973,200,20,1,0,1
6,50.30134,1800,23,0,0,1
80,62.60998,23600,21,1,0,1
55,50.30134,16345,22,0,0,1
49,73.468,14500,22,0,1,1
42,54.3928,12500,24,0,0,1
7,68.08529,1903,17,0,0,1
35,40.12849,10400,25,1,0,1
36,68.67171,10532,13,1,0,1
29,60.89393,8600,19,0,1,1
24,58.13467,7100,18,1,1,1
3,64.27664,701,15,1,0,1
2,40.12849,500,19,0,0,1
58,68.67171,17155,15,1,0,1
22,52.47417,6423,22,1,1,1
29,35.86924,8600,19,1,1,1
33,60.89393,9630,16,1,1,1
1,71.02356,201,20,1,0,1
72,68.67171,21464,22,0,0,1
78,45.68405,22900,24,0,0,1
58,63.42479,17155,15,0,0,1
51,59.96183,15000,16,1,0,1
10,68.08529,2900,19,0,0,1
58,51.44949,17349,24,1,0,1
42,33.06677,12500,24,1,0,1
16,54.67788,4715,25,1,1,1
11,72.78281,3300,22,1,0,1
63,67.42479,18854,22,1,1,1
8,58.13467,2400,23,0,0,1
60,46.82603,17800,25,1,0,1
49,55.72726,14600,20,1,1,1
60,59.13467,17758,16,1,0,1
49,51.44949,14600,20,1,0,1
33,62.60998,9837,27,0,1,1
54,65.94949,16000,21,1,0,1
22,40.12849,6525,20,1,1,1
33,58.13467,9837,27,1,1,1
38,67.42479,11300,19,0,0,1
55,75.25195,16200,13,0,0,1
23,42.14701,6800,23,1,1,1
69,70.44949,20500,22,1,0,1
39,51.44949,11600,19,0,0,1
39,33.06677,11500,20,1,0,1
57,61.80134,17000,20,0,0,1
25,45.68405,7200,17,0,0,1
53,48.02973,15800,22,0,0,1
1,68.08529,200,20,0,0,1
67,37.99269,19900,17,0,0,1
1,69.30134,200,20,0,0,1
4,52.47417,1100,23,1,0,1
61,44.54208,18100,20,0,0,1
4,52.47417,1000,13,0,0,1
55,35.86924,16400,21,1,0,1
8,58.13467,2206,17,0,0,1
62,43.31368,18400,24,0,0,1
26,58.13467,7600,17,1,1,1
76,46.82603,22579,17,0,0,1
8,46.82603,2206,17,1,0,1
11,74.10381,3100,14,1,0,1
9,68.67171,2507,13,1,0,1
46,45.68405,13700,23,0,0,1
30,27.80134,8800,23,1,1,1
68,56.87541,20300,27,1,1,1
58,52.47417,17155,15,0,0,1
65,48.02973,19200,12,0,0,1
66,63.42479,19600,21,1,0,1
35,60.89393,10300,24,1,0,1
51,69.89393,15049,17,0,1,1
7,40.12849,2005,24,0,1,1
75,46.82603,22366,23,1,0,1
68,71.84454,20259,24,0,1,1
66,43.31368,19757,24,1,0,1
65,60.89393,19200,12,1,0,1
48,59.13467,14146,12,0,1,1
46,59.96183,13700,23,0,0,1
22,56.87541,6525,20,1,1,1
76,53.56059,22668,22,0,0,1
65,50.30134,19300,16,1,0,1
36,53.56059,10700,24,0,0,1
59,69.30134,17600,17,1,0,1
78,40.12849,22900,24,0,0,1
79,53.56059,23180,15,1,0,1
55,55.72726,16345,22,1,0,1
37,65.15936,11039,24,0,0,1
4,50.30134,1200,24,1,0,1
20,60.89393,5700,17,0,1,1
65,64.27664,19300,16,1,0,1
59,60.89393,17457,14,0,0,1
28,54.67788,8334,22,0,1,1
71,53.56059,21071,17,0,0,1
79,40.12849,23300,22,1,0,1
68,70.44949,20168,16,0,0,1
3,58.13467,903,24,1,0,1
36,63.42479,10600,23,1,0,1
63,73.468,18752,21,1,0,1
10,61.80134,2900,19,1,0,1
54,59.13467,16100,22,1,0,1
31,49.17171,9200,19,1,1,1
58,53.56059,17350,22,0,0,1
64,64.27664,19055,21,0,0,1
73,40.12849,21600,15,0,0,1
70,34.86306,20770,16,0,0,1
67,65.15936,19800,13,0,0,1
66,63.42479,19566,14,1,0,1
71,49.17171,21100,24,0,0,1
74,45.68405,22000,24,0,0,1
47,59.13467,13800,14,1,0,1
